date,content,fireworks_deepseek-chat_labels
8/9/20 4:16,"This app doesn't let you change tip after delivery. I use other food delivery apps and they allow you to alter the tip after the delivery so I placed an order and set the tip to 0 because I like to tip ueeueiuedegueiueu my food is delivered,Aiwhy would I tip for a service I haven't received yet?? Anyway, the food is delivered on time and everything is there and I go into the app to tip the driver and there's no option to, so I contact chat and they say they can't add a tip, but they could take one off.",App Bugs / Payment Issue
2/14/21 4:52,I just spent $15 in fees on a $43 order. Last time I use this bs service! Save your money and order directly from the restaurant!,Price / Cost Complaint
1/14/23 23:38,The price guarantee on the app doesn't work.,App Bugs / Payment Issue
1/1/21 19:43,push notification nightmare,App Bugs / Payment Issue
8/5/23 2:27,Horrible customer service. Multiple times my orders were over an hour late. Their answer sorry I've canceled your order here's 5 dollars.,Delivery Issue
4/6/21 21:24,They place restaurants onto the app without their permission. You Need to stop doing that. The restaurant that I work for I am their delivery driver. You have an ad on our google maps for grub hub when we dont offer grub hub.,Others
5/7/21 1:53,Grubhub virtually NEVER completes an order. I have had more order cancellations than actual deliveries - and the kicker is that they always wait like an hour later before doing you the courtesy of telling you that you've wasted an hour of wait time. GRUBHUB'S SERVICE IS COMPLETE AND UTTER GARBAGE. Once every few months I seem to forget this and give them a try - and they always disappoint. Save yourself the frustration and late night dinners and avoid Grubhub like the plague.,Delivery Issue
1/1/23 18:28,I live in downtown Halifax and this app doesn't know where that is. I don't think it works in Canada.,App Bugs / Payment Issue
6/17/22 2:00,"Sometimes it's great, most times it's not. Recently I ordered Chicken Salad but they gave fish and chips, worst app",Order Accuracy
4/6/21 8:16,Food got delivered to wrong house and delivery driver did nothing to help with problem and on top of that was rude then I call customer service got my money back and they just toke it out again your better off just using a different service,Delivery Issue
6/2/20 20:12,Crappy app. Just pick it up yourself.,App Bugs / Payment Issue
8/19/22 16:30,Its trash. It keeps adjusting the prices after I've made the transaction so I never know the final total I ended up paying 6 dollars more than I originally paid never use this app unless you want to have to constantly figure out why the price you originally paid isn't the price that you agreed on.,App Bugs / Payment Issue
8/1/21 13:02,This last update freezes and does not allow me to order food uoi,App Bugs / Payment Issue
5/23/20 21:49,What a joke. I tried to use this for the very first time. I put in my order and it was immediately cancelled. No reason just cancelled. Took my money for order right away and then says takes 5 business days to put it back in. Will b uninstalling and will never use grubhub. I ended up putting in my order and picking it up myself. Was half the price anyway. These delivery options r a complete joke. Its easier and cheaper to just go pick it up urself,App Bugs / Payment Issue
8/11/22 4:24,"It's 2022. Why are we still showing closed restaurants? Why is there not even a filter option to only see places that are open? Like....what??? Update: even with grubhub+, you save NO money. Doordash has less fees.",App Bugs / Payment Issue
5/18/22 18:22,Doordash is better Always says too far to deliver even though I'm on town 2 hrs wait just to have order canceled 2 days in a row,Delivery Issue
4/2/21 15:59,Awful service. I made an order and they were going to the wrong Place so i kimdly tried to call them to let thwm know. nobody answered. Soon after I got an email tellinv me my order was cancelled. There goes breakfast with my grandma.,Delivery Issue
9/29/21 19:55,"This app is ridiculous! Orders always took forever to get, food was cold and horrible, and now I'm getting charged for a subscription that I never signed up for.",App Bugs / Payment Issue
5/11/22 23:53,Always late. Keep moving the eta later and later,Delivery Issue
8/30/20 1:30,Food is never on time its at least 2 hours to get here or they try saying the restaurant is closed when its really not. Just order food from there its been way over a hour now they said its going to take another hour to get here. Never again will I use this app.,Delivery Issue
7/12/21 1:14,"GrubHub the app is fine. It's GrubHub the service that is useless. I work in the food industry and know that they'll try to pawn off any comment on them, but if they just had drivers that cares a little more it wouldnt end up in a refund every single time I order.",Delivery Issue
7/29/20 1:57,You never get the discounts that are promised. Chat service actually said unless you take a screen shot of the offer there's nothing they will do. Using promo codes shouldn't be so difficult. Addionally when I was attempting to use an alternative discount code and hit apply it processed my order and of course didn't honor that code either. Bad customer service. Update : just noticed the menu prices are considerably higher than the restaurants menu prices. I'll just call in the order for now.,App Bugs / Payment Issue
1/6/21 18:35,"Glitchy app. Everytime I try and load to use it, the app freezes and closes out. Other apps like Doordash works. Wish there was a fix to it Also, your TV add are severely overplayed. It comes on as a commercial way too much. Can't advertise if the app don't work.",App Bugs / Payment Issue
8/6/21 18:10,used to be fine but it suddenly stopped taking my card and it lags and crashes when i add things to my bag,App Bugs / Payment Issue
5/20/23 1:43,delivery fee is so high,Price / Cost Complaint
12/28/21 18:36,Food gets delivered to the wrong house.,Delivery Issue
7/16/20 5:40,Ridiculous fees! A $30 order ended up being $42 after all the fees were added.... and the crazy thing is they had the same items for cheaper on DoorDash with less fees! Waited an hour just for them to cancel my order.,Price / Cost Complaint
